Beers,Type,Alcohol Content,Brewery,Municipality,Province,Parent,Rating,Check-ins,Description,Latitude,Longitude
Douglas Celtic XXX Strong,"Blonde, Fermentation haute",0,Scottish & Newcastle,Unknown,Unknown,Unknown,0,0,Unknown,55.01050805,-1.6657146954118198
Drongens Plezierke,"Fermentation haute, Brune",0,Brasserie Slaghmuylder,Ninove,East Flanders,Unknown,2,20,Unknown,50.8214549,4.0037422031066825
Druïde Blond,Blonde,0,De Proefbrouwerij,Lochristi,West Flanders,Unknown,3,593,Unknown,51.1152543,3.8160967304356808
Druïde Bruin,Brune,0,De Proefbrouwerij,Lochristi,West Flanders,Unknown,3,240,Unknown,51.1152543,3.8160967304356808
Druïde Grand Q,"Triple, Blonde",0,De Proefbrouwerij,Lochristi,West Flanders,Unknown,3,216,Unknown,51.1152543,3.8160967304356808
Druivenbière,Fruitée,0,Brasserie Den Herberg,Hal,Flemish Brabant,Unknown,3,17,Unknown,53.7435722,-0.3394758
Dubbel Buitenlust,Blonde,0,De Proefbrouwerij,Lochristi,West Flanders,Unknown,0,0,Unknown,51.1152543,3.8160967304356808
Dubbel Klok,Brune,0,Brasserie Boelens,Saint-Nicolas,East Flanders,Unknown,3,2746,Unknown,50.3022047,2.7767966
Ducassis,Fruitée,0,Brasserie des Légendes,Ath +  Ellezelles,Hainaut,Unknown,3,4109,This is the first high fermentation beer to be made with real blackcurrants. This project was conducted in close collaboration with the junior Chamber of Economics of Ath twinned with that of the Nuits Saint Georges in France.,50.62114495,3.7563987945579336
Duchesse de Bourgogne,Vieille brune,0,Brasserie Verhaeghe,Vichte,West Flanders,Unknown,3,381932,"Duchesse de Bourgogne from Brouwerij Verhaeghe is the traditional Flemish red ale. This refreshing ale is matured in oak casks; smooth with a rich texture and interplay of passion fruit, and chocolate, and a long, dry and acidic finish. After the first and secondary fermentation, the beer goes for maturation into the oak barrels for 18 months. The final product is a blend of younger 8 months old beer with 18 months old beer. The average age of the Duchesse de Bourgogne before being bottled is 12 months.",50.8354873,3.4048906
Duivels bière,Brune,0,Brasserie Boon,Hal,Flemish Brabant,Unknown,0,0,Unknown,53.7435722,-0.3394758
Dulle Griet,Double,0,De Proefbrouwerij,Lochristi,West Flanders,Unknown,3,44558,"A maroon dubbel with a malty and spicy fragrance, a mildly bitter flavour and a dry aftertaste. Her sweet scents of licorice and rock candy accompany her full taste of fruit and spices. This fiery flame has a spicy character but is mild to handle.",51.1152543,3.8160967304356808
Dulle Teve,Triple,0,Brasserie De Dolle Brouwers,Dixmude,West Flanders,Unknown,3,43618,"De Dulle Teve is brewed in the tradition of a Belgian Triple. Its high density stems from large amounts of pale malt increased with pale candi sugar in the brew kettle. Unfiltered, unpasteurized, bottle-conditioned.

De Dulle Teve keeps two to three years without major changes in taste. Further maturing, up to 10 years, will cause it to darken a little and lose some of its bitterness. The bittering of about 30 IBU is due to Goldings hops in the brew kettle.",51.0333408,2.8647185
Durboyse blonde,Blonde,0,Brasserie Lefebvre,Rebecq,Walloon Brabant,Unknown,0,0,Unknown,50.6749419,4.152957560369655
Durboyse brune,Brune,0,Brasserie Lefebvre,Rebecq,Walloon Brabant,Unknown,0,0,Unknown,50.6749419,4.152957560369655
Durboyse triple,"Blonde, Triple",0,Brasserie Lefebvre,Rebecq,Walloon Brabant,Unknown,0,0,Unknown,50.6749419,4.152957560369655
Duvel,Fermentation haute,0,Brasserie Duvel,Puurs,Antwerp,Duvel Moortgat,3,801878,"Duvel is a natural beer with a subtle bitterness, a refined flavour and a distinctive hop character. The unique brewing process, which takes about 90 days, guarantees a pure character, delicate effervescence and a pleasant sweet taste of alcohol.

Apart from pure spring water, which is the main ingredient of beer, barley is the most important raw material. Barley must germinate for five days in the malt house, after which malt remains. The colour of the malt and as a consequence also of the beer is determined by the temperature. Duvel obtains its typical bitterness by adding various varieties of aromatic Slovenian and Czech hops. We use only exclusive hops that are renowned for their constant, outstanding quality.

Duvel ferments for the first time in tanks at 20 to 26°C. The brewer uses his own culture for this. The original yeast strain, which Victor Moortgat himself selected in the 1920’s, originates from Scotland. After maturing in storage tanks in which the beer is cooled down to -2°C, the drink is ready for bottling. Thanks to the addition of extra sugars and yeast, the beer ferments again in the bottle. This occurs in warm cellars (24°C) and takes two weeks. Then the beer is moved to cold cellars, where it continues to mature and stabilise for a further six weeks. This extra long maturation period is unique and contributes to the refined flavour and pure taste of Duvel.",51.0772325,4.2828146
Duvel Tripel Hop,Fermentation haute,0,Brasserie Duvel,Puurs,Antwerp,Duvel Moortgat,3,176262,"Discover Citra, voted by our fans as the best hop variety for our special Duvel Tripel Hop. Citra enriches the already unique taste of Duvel with fresh notes of grapefruit and tropical fruit",51.0772325,4.2828146
Échappée Belle,Blonde,0,Brasserie de Bellevaux,Malmedy,Liege,Unknown,3,48,"An ideal companion for sunny pre-dinner drinks & warm nights, the Belle Pin-Up,is a light, turbid beer made with raw wheat made for connaiseurs.",50.39129115,6.008729076521822
Echt Kriekenbière,Fruitée,0,Brasserie Verhaeghe,Vichte,West Flanders,Unknown,3,25612,"Echt Kriekenbier, (real cherry beer) is as the name suggests a cherry beer that is manufactured with only the real fruit of cherries instead of with flavor enhancers or extracts of cherries. The fruit is sourced from the region around Sint-Truiden in Limburg (Belgium).
Unlike the most famous fruit beers is the basic beer of the real cherry beer not a Lambic but a West-Flemish red-brown ale aged in oak wood. About mid-July at the picking, the Northern cherries are brought in at the brewery and laid in on the base beer.
Because the taste of the cherry fruit varies from year to year and this according to the number of hours of sunshine or rain, the kriekenbier at its final composition is blended with cherry beer from the year before and two-year old cherry beer. This with the intention of becoming a more constant taste of the real cherry beer over the years.",50.8354873,3.4048906
Echte Kriek,Fruitée,0,Brasserie Verhaeghe,Vichte,West Flanders,Unknown,3,1379,Unknown,50.8354873,3.4048906
Edel-Brau,Unknown,0,Brasserie Strubbe,Ichtegem,West Flanders,Unknown,3,6174,"Das edle Spezialbier, gebraut mit reinem Bergwuellwasser und der Erfahrung einer über 200-jährigen Brautradition.",45.799734,11.7941917
Eerwaarde Pater,Rouge-brune,0,Brasserie Het Alternatief par la Brasserie De Graal ou Brasserie Alvinne,Unknown,Unknown,Unknown,3,814,Unknown,46.3144754,11.0480288
Eeuwige Liefde,Brune,0,Brasserie Dijkwaert,Herentals,Antwerp,Unknown,2,280,"Smell: Coffee, roasted malt, sweet spices and a light citrus scent.
Appearance: Chestnut reddish brown with an off-white creamy head and small bubbles.
Taste: The main flavour is determined by a neutral sweetness
and an emphatic spiciness and bitterness with a touch of citrus.
Aromas: Fruit, caramel, candy, anise, juniper berry, chocolate, coffee, sweet liqueur.
Palate: Normal carbonation level, dry, slight alcohol warmth and a rounded full-bodied mouthfeel.
After-taste: Lingering and harmonious.",51.1765426,4.8362595
Egmont,Blonde,0,Brasserie Strubbe,Ichtegem,West Flanders,Unknown,0,0,Unknown,45.799734,11.7941917
Ekla,Blonde Fermentation haute,0,Brasserie L'Imprimerie,Uccle,Brussels,Unknown,0,0,Unknown,47.9288739,-3.6895276
Elfique Ambrée,Ambrée,0,Brasserie Elfique,Aywaille,Liege,Unknown,3,7090,Unknown,50.4758998,5.6763249
Elfique Blanche,Blanche,0,Brasserie Elfique,Aywaille,Liege,Unknown,3,2653,"Avec 30% de froment, cette bière est trouble mais pas autant que les référents.
Fraîche aux arômes d’agrumes, des touches subtiles de coriandre et écorce d’orange, l’Elfique Blanche est désaltérante.",50.4758998,5.6763249
Elfique IPA,IPA,0,Brasserie Elfique,Aywaille,Liege,Unknown,3,6122,"Bière de type “India Pale Ale” : fraîche et désaltérante qui par son amertume prononcée coupe la soif et se servira sans artifices à l'apéritif !
Nuancée par diverses saveurs : touche de lychee, de houblon aromatisé, …",50.4758998,5.6763249
Elfique Triple Brune,"Brune, Triple",0,Brasserie Elfique,Aywaille,Liege,Unknown,3,3573,"Une bière brune de caractère complexe triple refermentée et non filtrée.
Elle met en avant une bonne amertume légère conjuguée la présence d’arômes de réglisse, de sirop de pommes et de pruneaux.",50.4758998,5.6763249
Elliot Brew,IPA,0,De Struise Brouwers par la Brasserie Deca,Unknown,Unknown,Unknown,3,5144,"This is our take on a double IPA. Although some would consider it somewhat ‘Belgian’ in its malt and yeast profile, we definitely crammed in all the juicy, fruity and fresh hops that any hophead could possibly wish for.

With Elliot, we tried to create a refreshing beer that’s dangerously drinkable while still maintaining that unxious mouthfeel that Struise is so renowned for. Being able to either quaffed or sipped, this is one of our most versatile multi-purpose beers.",46.3144754,11.0480288
El Toro,"Fermentation haute, IPA",0,Brasserie Contreras,Gavere,East Flanders,Unknown,0,0,Unknown,50.9292999,3.6863506459883193
Embrasse,"Fermentation haute, Brune",0,Brasserie De Dochter van de Korenaar,Baerle-Duc,Antwerp,Unknown,3,26247,"An intense heavy dark beer with 9% vol.

Embrasse is a heavy dark beer that is perfectly in between a heavy dark Abbey / Trappist beer and a Stout / Porter. The beer combines roasted malt and coffee / chocolate aspects with a pleasantly light fruitiness of dried subtropical fruits. Bittersweet flavors go together with a pronounced creamy mouthfeel and make drinking this beer to an exceptional delight for lovers of heavy dark beers.

Pleasant with a traditional cheese & sausage board / selection of hard piquant cheese.",51.4383589,4.9316995
Embrasse Special Edition,Fermentation haute,0,Brasserie De Dochter van de Korenaar,Baerle-Duc,Antwerp,Unknown,3,115,Unknown,51.4383589,4.9316995
Ename Blond,"Abbaye, Fermentation haute",0,Brasserie Roman,Audenarde,East Flanders,Unknown,3,41294,"Nose/aromas: Sweet malt, hints of tropical fruit (banana) and citrus fruits (oranges), suggestions of hops, light minerality.
Flavour: Playful in the mouth, pleasant bubbles, lovely malty attack followed by a fruity and slightly bitter touch, again a hint of minerality, nice dry finish.",45.18442025,5.774715255279428
Ename Dubbel,"Abbaye, Fermentation haute",0,Brasserie Roman,Audenarde,East Flanders,Unknown,3,16784,"Full flavour in the mouth, balanced, spicy and fruity. This sums up this dark abbey beer, which is re-fermented in the bottle. You get aromas of caramel and sweet fruit, taste caramel, toasted malt, coffee, dark chocolate, alcohol and bitter hops right down to the dry finish. Everything is beautifully balanced.",45.18442025,5.774715255279428
Ename Tripel,"Abbaye, Triple",0,Brasserie Roman,Audenarde,East Flanders,Unknown,3,37825,"Nose/aromas: Fruity notes (peach, pomelo, etc.) and honey, yeast, sweet malt, mild hints of hops, slight mineral touch.
Flavour: Full-bodied and creamy, hints of fruit again (peach, banana, etc.), prominent and sweet presence of malt, mild hops, Belgian yeast and a long finish with a gentle alcohol surge.",45.18442025,5.774715255279428
Ename Cuvée 974,Fermentation haute,0,Brasserie Roman,Audenarde,East Flanders,Unknown,0,0,Unknown,45.18442025,5.774715255279428
L'Enfant Terrible,Fermentation haute,0,Brasserie De Dochter van de Korenaar,Baerle-Duc,Antwerp,Unknown,3,2500,"A sparkling, fresh, amber sour beer, with wild and lactic fermentation, 6.5 vol%.

The base of L’enfant Terrible is Bravoure. This beer is transferred to used wine barrels at the end of the fermentation. In the course of one and a half years this beer is undergoing a major transformation. Wild yeasts and bacteria out of the woods convert complex sugars into acids. Smokiness is transformed into fruity esters. Sometimes creating beer is still magic. In 2011, L’enfant Terrible won a silver medal in the category Belgian Styled Geuze! A surprising fact…

L’enfant Terrible is delicious with Scampi",51.4383589,4.9316995
Enfant Terriple,"Blonde, Triple",0,Brasserie De Leite,Oostkamp,West Flanders,Unknown,3,13881,The love between Femme Fatale and Bon Homme issued a sprog! The first triple beer by Brewery De Leite was born. The couple baptised their first offspring under the name ‘Enfant Terriple’. A ‘unpredictable’ playful beer. (do you see the pun with ‘triple’?). The Enfant Terriple is a ‘devilishly’ sunny blond beer of 8.2 volume with a playful nose. A subtle bitterness with a faint-fine citrus touch that is enveloped in a sober spicy malt taste. The agreeable bitterness lingers long. For connoisseurs with a bright outlook on life.,51.12144055,3.2342003757779523
Enghien Noël,"Fermentation haute, Triple, Bière de Noël",0,Brasserie de Silly,Silly,Hainaut,Unknown,3,33,Unknown,50.6494429,3.925039716650109
Equinox,Brune,0,Brasserie de la Senne,Molenbeek-Saint-Jean,Brussels,Unknown,3,61512,"A creamy, pale oat ale hopped with a huge charge of Equinox and Simcoe hops for a piney, eucalyptusy, cedary, sprucey, foresty blast. First brewed in 1995... brewed today in a time of change.",50.867886850000005,4.349089742262716
Esperluette Ambrée,Ambrée,0,Brasserie Domus,Louvain,Flemish Brabant,Unknown,3,84,Unknown,50.879202,4.7011675
Esperluette Blonde,Blonde,0,Brasserie Domus,Louvain,Flemish Brabant,Unknown,0,1,Unknown,50.879202,4.7011675
Esperluette Gla-Gla,"Saison, Brune",0,Brasserie Domus,Louvain,Flemish Brabant,Unknown,0,0,Unknown,50.879202,4.7011675
Estaminet Premium Pils,Pils,0,Brasserie Palm,Londerzeel,Flemish Brabant,Palm Belgian Craft Brewers,0,0,Unknown,51.5118304,-0.124251
Eupener Bier,Pils,0,Brasserie Haacht,Boortmeerbeek,Flemish Brabant,Unknown,3,923,Unknown,50.9808426,4.552216324874748
Export 8,Pils,0,Brasserie Haacht,Boortmeerbeek,Flemish Brabant,Unknown,0,0,Unknown,50.9808426,4.552216324874748
Ezel Bruin,Brune,0,Brasserie Bobbi,Haut-Ittre,Walloon Brabant,Unknown,3,728,"In Flanders, Ezel {donkey} is a nickname given to specific people or even entire village communities. However, as the people of this area, the word Ezel symbolizes not so much stupidity, but patient and dogged perseverance, a perseverance that is quite conscious of its own quality.
The same applies to this ale: brewed from raw materials of the highest quality, it has a mellow taste that shows a real personality.",50.6488039,4.296471951359066
Ezel Wit,Blanche,0,Brasserie Bobbi,Haut-Ittre,Walloon Brabant,Unknown,0,0,Unknown,50.6488039,4.296471951359066
Fagnes au Miel biologique,Bio,0,Brasserie des Fagnes,Couvin,Namur,Unknown,0,0,Unknown,50.083704350000005,4.5232510455510795
Fagnes Blanche,Blanche,0,Brasserie des Fagnes,Couvin,Namur,Unknown,0,0,Unknown,50.083704350000005,4.5232510455510795
Fagnes Fruits des Bois,Fruitée,0,Brasserie des Fagnes,Couvin,Namur,Unknown,3,197,Unknown,50.083704350000005,4.5232510455510795
Fagnes La Saison,Blonde,0,Brasserie des Fagnes,Couvin,Namur,Unknown,0,0,Unknown,50.083704350000005,4.5232510455510795
Fagnes Quatre Céréales,Blonde,0,Brasserie des Fagnes,Couvin,Namur,Unknown,0,0,Unknown,50.083704350000005,4.5232510455510795
Fancy,Unknown,0,Brasserie Bobbi,Haut-Ittre,Walloon Brabant,Unknown,0,0,Unknown,50.6488039,4.296471951359066
Fantôme,Fermentation haute,0,Brasserie Fantôme,Érezée,Luxembourg,Unknown,0,0,Unknown,50.2930558,5.5597642
Fantôme Chocolat,Fermentation haute,0,Brasserie Fantôme,Érezée,Luxembourg,Unknown,3,5489,Unknown,50.2930558,5.5597642
Fantôme Spéciale Noel,Fermentation haute,0,Brasserie Fantôme,Érezée,Luxembourg,Unknown,0,0,Unknown,50.2930558,5.5597642
Faro Boon,Faro,0,Brasserie Boon,Hal,Flemish Brabant,Unknown,3,7502,"Faro Boon is a specialty based on old lambic beer and driven to which we add spices and sugar candy. This makes Boon Faro a sweeter and lighter version of lambic, as the alcohol content is just 5%. This lower alcohol lambic beer is the easiest to enjoy at any occasion. The candy sugar gives it a very delicate flavour. Faro is a popular Boon lambic beer, tasty and unpretentious. Kick back and enjoy it with friends.",53.7435722,-0.3394758
Faro Girardin,Faro,0,Brasserie Girardin,Dilbeek,Flemish Brabant,Unknown,3,2273,Unknown,45.7717022,5.0107847
Faro Lambic Lindemans,Faro,0,Brasserie Lindemans,Leeuw-Saint-Pierre,Flemish Brabant,Unknown,0,0,Unknown,50.7800261,4.2443604
Faro Perte Totale,Faro,0,Brasserie Boon,Hal,Flemish Brabant,Unknown,0,0,Unknown,53.7435722,-0.3394758
Fasso Blond,Blonde,0,Brasserie Vissenaken,Tirlemont,Flemish Brabant,Unknown,0,0,Unknown,50.8074825,4.9371775
Fée Steve,Blonde,0,Brasserie Valduc-Thor,Thorembais-Saint-Trond,Walloon Brabant,Unknown,3,2576,"A festive blonde ale, in any season, made from a skilful blend of selected grains and a magical touch of passion. The alchemy between sweetness, bitterness and fine bubbles on the tongue will charm your palate of both men and women. A subtle candy in mouth.",50.62655215,4.780410118340674
Fée verte,ISA,0,Brasserie Valduc-Thor,Thorembais-Saint-Trond,Walloon Brabant,Unknown,3,2662,"Isa, for ‘‘India Session Ale’’ is light and bewitching. This green fairy masters the use of hops with skills. The fresh bittemess and the light bubbles leave a dry and floral taste on the first palate followed by fruity notes of citrus passions. The haziness of this wonderfull beer, reminds of the refermention in the bottle. In other words «La Fée Verte» is a light refreshment with an intensely hoppy taste.",50.62655215,4.780410118340674
